1,NaN,1,40.9732942269976,NaN,42.8571428571429,45.3557367611073,57.1428571428571,44.9867705421219,46.9387755102041,41.8242888406514,30.3571428571429,35.9811458564462
1,NaN,2,43.0870042604729,NaN,71.4285714285714,39.7611918955202,54.7619047619048,47.8368037013322,38.7755102040816,43.4203357747835,41.0714285714286,42.5210032135381
1,NaN,3,38.4843100539866,NaN,54.2857142857143,51.2695955569325,64.2857142857143,45.5710387935098,30.6122448979592,25.3258645836548,33.9285714285714,20.0445931434318
1,NaN,4,38.7399917178855,NaN,74.2857142857143,34.0867241298539,28.5714285714286,35.6348322549899,57.1428571428571,35.9515925489083,26.7857142857143,34.1782790951324
2,NaN,1,31.8358102568921,NaN,65.7142857142857,44.2933941113657,47.6190476190476,31.0742411911935,44.8979591836735,26.6350638781658,41.0714285714286,22.4933852710609
2,NaN,2,39.7295137222821,NaN,94.2857142857143,15.1185789203691,78.5714285714286,39.3397896234722,48.9795918367347,41.9403065082948,26.7857142857143,19.6698948117361
2,NaN,3,40.1009012433793,NaN,80,38.2970843102535,69.0476190476191,41.3079799354702,26.530612244898,39.060890394437,42.8571428571429,21.4781173246056
2,NaN,4,39.7195575638554,NaN,80,38.2970843102535,73.8095238095238,38.3178022367407,44.8979591836735,32.3969548293623,35.7142857142857,38.4792770449857
3,NaN,1,36.4502698931167,NaN,77.1428571428571,21.3808993529939,66.6666666666667,43.0331482911935,79.5918367346939,38.5600890361045,44.6428571428571,35.9811458564462
3,NaN,2,34.1340695592471,NaN,85.7142857142857,37.7964473009227,92.8571428571429,18.8982236504614,63.265306122449,21.5979698862416,50,40.181878170804
3,NaN,3,40.3075300901381,NaN,82.8571428571429,31.4718316987777,64.2857142857143,47.5594865605671,44.8979591836735,37.2786632893068,67.8571428571429,42.6084051623173
3,NaN,4,41.2510504709515,NaN,80,34.6410161513775,52.3809523809524,41.3079799354702,46.9387755102041,41.0029746011419,10.7142857142857,15.1873224073489
4,NaN,1,34.6605280115006,NaN,88.5714285714286,30.2371578407382,78.5714285714286,28.4056034415449,75.5102040816327,30.5441419328485,30.3571428571429,20.2293398428172
4,NaN,2,37.378801895349,NaN,100,0,83.3333333333333,31.9142369252113,59.1836734693878,37.2786632893068,28.5714285714286,22.4933852710609
4,NaN,3,35.8717240350945,NaN,100,0,88.0952380952381,31.4970394174356,77.5510204081633,38.5600890361045,42.8571428571429,34.5032779671177
4,NaN,4,36.1542253399811,NaN,100,0,100,0,40.8163265306122,40.7652741947718,64.2857142857143,35.6696149204253
7,NaN,1,40.3842128799833,NaN,80,38.2970843102535,71.4285714285714,40.4995264195971,73.469387755102,35.4068399446887,30.3571428571429,34.5032779671177
7,NaN,2,34.5209184634973,NaN,94.2857142857143,15.1185789203691,52.3809523809524,35.2616823674969,55.1020408163265,27.8828592271009,35.7142857142857,30.9809849516026
7,NaN,3,38.1876268812137,NaN,80,38.2970843102535,57.1428571428571,42.8791830452067,51.0204081632653,35.8161811730291,30.3571428571429,22.6581741793741
7,NaN,4,40.6748769417257,NaN,80,25.8198889747161,50,47.1404520791032,48.9795918367347,38.5600890361045,14.2857142857143,23.3056808933951
8,NaN,1,34.4355052974874,NaN,80,30.5505046330389,64.2857142857143,35.2616823674969,40.8163265306122,27.8828592271009,23.2142857142857,13.3630620956212
8,NaN,2,34.4748185750735,NaN,80,25.8198889747161,76.1904761904762,23.2879377001924,24.4897959183673,19.716158838353,44.6428571428571,35.9811458564462
8,NaN,3,35.0506909871051,NaN,82.8571428571429,21.3808993529939,78.5714285714286,28.4056034415449,40.8163265306122,22.4798797848412,19.6428571428571,22.6581741793741
8,NaN,4,39.7943876785577,NaN,88.5714285714286,19.5180014589707,54.7619047619048,38.1448090180886,85.7142857142857,37.7964473009227,30.3571428571429,34.5032779671177
9,NaN,1,38.2119993817833,NaN,100,0,80.952380952381,33.9233496399405,67.3469387755102,41.8242888406514,37.5,35.3553390593274
9,NaN,2,35.1120808647699,NaN,100,0,71.4285714285714,48.7950036474267,67.3469387755102,28.2292434302672,57.1428571428571,34.5032779671177
9,NaN,3,28.0650045267755,NaN,74.2857142857143,25.0713268211203,88.0952380952381,20.8927723509336,85.7142857142857,24.7435829652697,48.2142857142857,26.4462617756227
9,NaN,4,24.539115685547,NaN,100,0,100,0,91.8367346938776,21.5979698862416,66.0714285714286,36.59625273557
100,NaN,1,37.5648434865149,NaN,80,38.2970843102535,76.1904761904762,41.7855447018672,81.6326530612245,31.6381386509755,58.9285714285714,41.9040854923763
100,NaN,2,41.4517897693873,NaN,85.7142857142857,37.7964473009227,80.9523809523809,24.3975018237133,67.3469387755102,39.3088985393025,23.2142857142857,36.3923723038875
100,NaN,3,44.2602043539158,NaN,80,38.2970843102535,59.5238095238095,50.787450018337,44.8979591836735,43.1959397724831,17.8571428571429,22.6581741793741
100,NaN,4,42.9515840260726,NaN,88.5714285714286,30.2371578407382,61.9047619047619,48.7950036474267,53.0612244897959,47.8903834198586,57.1428571428571,42.6084051623173
200,NaN,1,43.0826751725423,NaN,91.4285714285714,22.6778683805536,80.9523809523809,32.5300024316178,6.12244897959184,11.2399398924206,28.5714285714286,27.6833713196035
200,NaN,2,42.7726238907242,NaN,85.7142857142857,25.0713268211203,42.8571428571429,53.4522483824849,42.8571428571429,43.6435780471985,21.4285714285714,17.2516389835589
200,NaN,3,44.2491033713448,NaN,100,0,54.7619047619048,47.8368037013322,24.4897959183673,24.3476600927528,14.2857142857143,27.4132831896892
200,NaN,4,40.5478631213743,NaN,54.2857142857143,47.2077475481666,16.6666666666667,19.2450089729875,63.265306122449,39.432317676706,42.8571428571429,42.6084051623173
201,NaN,1,34.3010106534139,NaN,77.1428571428571,29.277002188456,52.3809523809524,42.4139340186901,69.3877551020408,23.9451917099293,32.1428571428571,25.8774584753383
201,NaN,2,39.1208288820744,NaN,94.2857142857143,15.1185789203691,80.9523809523809,37.7964473009227,36.734693877551,29.5742382575295,39.2857142857143,37.1010524815415
201,NaN,3,35.9088121636638,NaN,71.4285714285714,39.7611918955202,100,0,57.1428571428571,43.6435780471985,55.3571428571429,28.7383516775555
201,NaN,4,26.5905007467097,NaN,100,0,90.4761904761905,25.1976315339485,89.7959183673469,17.9080905865145,66.0714285714286,38.6721568351924
203,NaN,1,35.1601534952276,NaN,82.8571428571429,37.2890894294322,85.7142857142857,26.2265264156481,65.3061224489796,36.75358546732,37.5,20.4124145231932
203,NaN,2,40.5095234230207,NaN,85.7142857142857,37.7964473009227,64.2857142857143,47.5594865605671,46.9387755102041,31.6381386509755,28.5714285714286,24.7005880014838
203,NaN,3,44.1308029728561,NaN,100,0,66.6666666666667,47.1404520791032,32.6530612244898,47.1747984968321,37.5,30.6186217847897
203,NaN,4,29.1087629215874,NaN,100,0,85.7142857142857,24.3975018237133,63.265306122449,38.5600890361045,82.1428571428571,30.4968772796417
204,NaN,1,34.4692651178597,NaN,60,41.6333199893227,35.7142857142857,36.5510442529189,36.734693877551,34.8535740338762,19.6428571428571,9.83494740586804
204,NaN,2,37.6748949498286,NaN,77.1428571428571,29.277002188456,73.8095238095238,34.5032779671177,44.8979591836735,40.7652741947718,26.7857142857143,25.4425122299554
204,NaN,3,40.9735543314824,NaN,88.5714285714286,30.2371578407382,88.0952380952381,20.8927723509336,40.8163265306122,31.3294665025019,10.7142857142857,11.2466926355305
204,NaN,4,38.6041762883725,NaN,82.8571428571429,29.277002188456,57.1428571428571,46.0043706228236,46.9387755102041,32.6955505869331,21.4285714285714,20.0445931434318
